hour_of_year,pm2.5_2022,pm2.5_2023,pm2.5_2024
7225,11.0,10.0,11.91
7226,8.0,8.0,9.65
7227,8.0,7.0,7.96
7228,10.0,8.0,7.29
7229,9.0,9.0,8.18
7230,9.0,8.0,9.42
7231,12.0,8.0,8.54
7232,18.0,,10.1
7233,27.0,,17.22
7234,38.0,11.0,19.58
7235,43.0,10.0,27.27
7236,33.0,10.0,29.51
7237,22.0,12.0,17.16
7238,22.0,14.0,8.83
7239,28.0,14.0,8.56
7240,33.0,10.0,6.83
7241,27.0,10.0,5.78
7242,22.0,12.0,8.07
7243,17.0,20.0,8.11
7244,19.0,19.0,6.86
7245,28.0,19.0,8.39
7246,38.0,16.0,12.17
7247,30.0,12.0,13.0
7248,20.0,8.0,12.21
7249,19.0,15.0,11.01
7250,15.0,9.0,8.99
7251,,7.0,8.8
7252,,4.0,9.62
7253,35.0,,12.7
7254,33.0,,13.42
7255,30.0,,14.19
7256,37.0,,14.17
7257,50.0,,8.92
7258,51.0,2.0,8.49
7259,27.0,3.0,10.21
7260,21.0,3.0,14.9
7261,17.0,3.0,21.31
7262,14.0,4.0,23.31
7263,13.0,4.0,13.92
7264,16.0,4.0,11.21
7265,16.0,4.0,11.35
7266,17.0,5.0,11.23
7267,18.0,5.0,10.82
7268,20.0,5.0,11.6
7269,31.0,6.0,13.9
7270,30.0,7.0,15.34
7271,31.0,8.0,15.06
7272,29.0,8.0,12.02
7273,24.0,9.0,21.72
7274,23.0,11.0,8.55
7275,18.0,10.0,10.56
7276,14.0,8.0,11.66
7277,12.0,7.0,11.42
7278,12.0,7.0,13.13
7279,15.0,,13.42
7280,16.0,,13.41
7281,21.0,,15.11
7282,27.0,,19.12
7283,30.0,,25.83
7284,27.0,,25.61
7285,30.0,,27.64
7286,30.0,,26.19
7287,28.0,,26.78
7288,30.0,8.0,25.44
7289,26.0,8.0,26.77
7290,25.0,,30.83
7291,18.0,9.0,30.45
7292,14.0,10.0,29.4
7293,15.0,9.0,28.6
7294,10.0,10.0,31.68
7295,10.0,10.0,43.36
7296,9.0,,40.08
7297,,,30.46
7298,5.0,10.0,20.64
7299,5.0,10.0,16.69
7300,5.0,,18.52
7301,4.0,11.0,22.38
7302,3.0,16.0,24.24
7303,6.0,16.0,23.1
7304,9.0,17.0,18.08
7305,5.0,15.0,19.7
7306,6.0,8.0,19.86
7307,5.0,7.0,23.39
7308,5.0,7.0,31.32
7309,4.0,16.0,27.81
7310,4.0,13.0,25.33
7311,5.0,12.0,24.31
7312,6.0,11.0,18.53
7313,6.0,10.0,16.58
7314,,8.0,
7315,8.0,9.0,
7316,8.0,10.0,
7317,,13.0,
7318,9.0,14.0,
7319,11.0,19.0,
7320,11.0,33.0,
7321,5.0,20.0,25.0
7322,4.0,25.0,25.69
7323,4.0,33.0,
7324,6.0,32.0,
7325,13.0,35.0,
7326,10.0,28.0,
7327,18.0,23.0,
7328,20.0,28.0,
7329,24.0,32.0,
7330,27.0,29.0,
7331,23.0,26.0,19.5
7332,22.0,26.0,18.52
7333,21.0,17.0,22.51
7334,24.0,11.0,20.65
7335,22.0,10.0,17.75
7336,15.0,10.0,18.48
7337,16.0,,19.9
7338,14.0,12.0,20.73
7339,16.0,11.0,20.87
7340,14.0,11.0,17.67
7341,17.0,13.0,20.47
7342,15.0,17.0,
7343,17.0,17.0,16.71
7344,12.0,14.0,14.25
7345,9.0,15.0,11.68
7346,9.0,18.0,10.92
7347,,28.0,9.0
7348,8.0,28.0,8.78
7349,6.0,24.0,9.99
7350,15.0,27.0,9.1
7351,15.0,31.0,10.63
7352,13.0,29.0,10.4
7353,13.0,30.0,10.17
7354,17.0,29.0,11.2
7355,24.0,24.0,12.52
7356,30.0,37.0,14.16
7357,18.0,26.0,14.18
7358,19.0,10.0,12.83
7359,20.0,8.0,13.01
7360,18.0,9.0,11.94
7361,19.0,9.0,11.41
7362,20.0,11.0,9.45
7363,24.0,9.0,11.11
7364,29.0,11.0,19.09
7365,34.0,17.0,15.18
7366,33.0,18.0,15.0
7367,15.0,24.0,13.8
7368,16.0,28.0,12.44
7369,13.0,17.0,9.92
7370,12.0,17.0,8.81
7371,13.0,,9.9
7372,16.0,19.0,11.5
7373,14.0,16.0,11.98
7374,16.0,14.0,12.05
7375,17.0,12.0,13.87
7376,21.0,20.0,13.41
7377,28.0,22.0,14.45
7378,29.0,18.0,14.03
7379,32.0,25.0,14.85
7380,42.0,27.0,18.75
7381,,31.0,22.35
7382,33.0,23.0,24.65
7383,31.0,14.0,25.78
7384,28.0,17.0,29.03
7385,29.0,19.0,16.46
7386,23.0,15.0,14.62
7387,23.0,15.0,15.86
7388,31.0,21.0,21.82
7389,44.0,24.0,22.76
7390,56.0,63.0,26.3
7391,58.0,100.0,18.05
7392,34.0,80.0,15.63
7393,13.0,39.0,13.93
7394,9.0,30.0,13.14
7395,8.0,20.0,12.52
7396,8.0,18.0,13.32
7397,5.0,17.0,15.57
7398,5.0,16.0,15.74
7399,4.0,22.0,15.97
7400,4.0,19.0,17.45
7401,6.0,16.0,19.98
7402,9.0,15.0,26.79
7403,8.0,15.0,25.94
7404,5.0,16.0,37.0
7405,7.0,15.0,31.0
7406,8.0,12.0,24.0
7407,10.0,11.0,24.0
7408,15.0,11.0,18.0
7409,17.0,13.0,18.0
7410,16.0,14.0,16.0
7411,15.0,14.0,13.0
7412,18.0,20.0,18.49
7413,16.0,29.0,27.97
7414,21.0,24.0,16.95
7415,20.0,26.0,17.72
7416,28.0,17.0,22.18
7417,34.0,14.0,24.32
7418,46.0,11.0,25.96
7419,45.0,11.0,26.64
7420,37.0,9.0,27.12
7421,38.0,10.0,13.96
7422,43.0,14.0,16.06
7423,44.0,16.0,18.35
7424,42.0,19.0,15.67
7425,46.0,21.0,14.6
7426,55.0,15.0,15.04
7427,41.0,14.0,14.24
7428,26.0,19.0,13.37
7429,19.0,17.0,13.82
7430,12.0,16.0,13.79
7431,12.0,16.0,13.84
7432,15.0,17.0,14.67
7433,20.0,15.0,16.44
7434,31.0,14.0,20.15
7435,36.0,12.0,21.09
7436,59.0,16.0,18.51
7437,48.0,19.0,23.47
7438,63.0,22.0,21.42
7439,72.0,29.0,15.54
7440,91.0,22.0,13.03
7441,69.0,20.0,13.74
7442,32.0,16.0,14.86
7443,28.0,14.0,20.39
7444,24.0,11.0,25.31
7445,22.0,9.0,20.94
7446,23.0,17.0,21.49
7447,27.0,19.0,23.31
7448,23.0,16.0,23.31
7449,26.0,18.0,24.48
7450,28.0,25.0,22.07
7451,37.0,44.0,23.59
7452,33.0,39.0,16.84
7453,32.0,42.0,14.73
7454,25.0,34.0,12.76
7455,20.0,27.0,14.0
7456,21.0,25.0,15.99
7457,17.0,22.0,14.55
7458,15.0,21.0,15.09
7459,15.0,22.0,13.19
7460,,26.0,12.86
7461,12.0,30.0,17.3
7462,12.0,41.0,23.49
7463,10.0,53.0,33.02
7464,9.0,37.0,36.84
7465,9.0,38.0,32.93
7466,6.0,22.0,14.83
7467,5.0,11.0,22.56
7468,7.0,11.0,33.84
7469,11.0,14.0,32.03
7470,10.0,14.0,25.25
7471,14.0,16.0,22.19
7472,14.0,12.0,21.3
7473,11.0,17.0,23.12
7474,10.0,16.0,26.89
7475,10.0,21.0,25.2
7476,,29.0,27.19
7477,,28.0,25.32
7478,12.0,25.0,23.16
7479,6.0,31.0,20.99
7480,3.0,33.0,21.21
7481,7.0,32.0,23.04
7482,6.0,27.0,22.29
7483,8.0,24.0,22.39
7484,10.0,22.0,25.23
7485,13.0,23.0,25.86
7486,9.0,26.0,21.73
7487,7.0,28.0,17.11
7488,6.0,26.0,15.41
7489,6.0,14.0,14.74
7490,5.0,9.0,14.71
7491,7.0,9.0,
7492,9.0,8.0,
7493,10.0,10.0,
7494,8.0,13.0,
7495,7.0,19.0,
7496,7.0,23.0,
7497,,18.0,18.5
7498,8.0,19.0,20.29
7499,9.0,17.0,22.07
7500,15.0,17.0,24.57
7501,12.0,16.0,22.37
7502,11.0,13.0,22.75
7503,11.0,14.0,23.01
7504,12.0,13.0,22.28
7505,9.0,13.0,20.36
7506,9.0,17.0,19.51
7507,12.0,14.0,18.34
7508,10.0,13.0,18.76
7509,12.0,15.0,20.57
7510,12.0,15.0,24.23
7511,17.0,14.0,12.33
7512,17.0,20.0,11.92
7513,9.0,15.0,10.41
7514,8.0,9.0,10.84
7515,7.0,9.0,9.79
7516,10.0,,9.44
7517,9.0,5.0,9.11
7518,11.0,3.0,8.62
7519,11.0,3.0,8.52
7520,13.0,5.0,8.0
7521,18.0,4.0,8.26
7522,20.0,3.0,8.77
7523,18.0,3.0,8.74
7524,19.0,3.0,9.35
7525,22.0,5.0,9.66
7526,23.0,5.0,11.77
7527,19.0,4.0,12.23
7528,23.0,4.0,12.25
7529,25.0,6.0,12.16
7530,32.0,6.0,20.23
7531,26.0,,24.93
7532,18.0,7.0,31.17
7533,26.0,8.0,28.61
7534,26.0,9.0,29.72
7535,37.0,6.0,32.86
7536,37.0,6.0,30.57
7537,26.0,5.0,30.57
7538,21.0,4.0,33.9
7539,19.0,5.0,34.12
7540,14.0,7.0,26.97
7541,22.0,5.0,34.74
7542,24.0,6.0,25.85
7543,24.0,4.0,23.29
7544,23.0,4.0,21.81
7545,26.0,4.0,20.64
7546,25.0,4.0,23.83
7547,32.0,3.0,27.59
7548,31.0,4.0,26.38
7549,35.0,4.0,22.38
7550,33.0,6.0,25.41
7551,26.0,5.0,21.22
7552,31.0,6.0,20.18
7553,25.0,7.0,22.73
7554,27.0,10.0,22.74
7555,27.0,11.0,20.43
7556,26.0,8.0,17.77
7557,22.0,10.0,20.13
7558,15.0,9.0,26.57
7559,12.0,10.0,37.48
7560,10.0,8.0,31.48
7561,9.0,7.0,27.97
7562,6.0,4.0,18.38
7563,7.0,5.0,34.72
7564,6.0,4.0,32.89
7565,5.0,6.0,29.34
7566,5.0,6.0,25.55
7567,5.0,3.0,25.31
7568,5.0,4.0,26.92
7569,5.0,5.0,28.47
7570,6.0,2.0,30.01
7571,7.0,2.0,32.36
7572,7.0,3.0,23.25
7573,,4.0,26.02
7574,6.0,4.0,19.22
7575,5.0,5.0,12.79
7576,4.0,8.0,13.08
7577,4.0,7.0,12.95
7578,5.0,8.0,12.02
7579,6.0,12.0,17.04
7580,9.0,13.0,19.23
7581,13.0,12.0,26.68
7582,12.0,16.0,35.9
7583,16.0,21.0,21.29
7584,11.0,17.0,26.51
7585,7.0,11.0,39.56
7586,6.0,3.0,34.69
7587,6.0,3.0,20.09
7588,5.0,2.0,17.47
7589,5.0,,18.18
7590,6.0,,16.78
7591,6.0,,12.15
7592,8.0,2.0,11.22
7593,11.0,4.0,11.35
7594,7.0,4.0,11.98
7595,6.0,6.0,13.08
7596,6.0,5.0,14.17
7597,7.0,7.0,13.83
7598,6.0,5.0,14.17
7599,7.0,5.0,13.7
7600,6.0,5.0,13.08
7601,7.0,5.0,12.7
7602,11.0,5.0,13.39
7603,21.0,5.0,14.04
7604,21.0,6.0,14.92
7605,14.0,7.0,16.14
7606,12.0,5.0,17.46
7607,10.0,5.0,18.35
7608,8.0,5.0,19.96
7609,8.0,6.0,13.23
7610,7.0,6.0,9.39
7611,7.0,3.0,9.23
7612,11.0,3.0,9.16
7613,12.0,4.0,9.82
7614,11.0,3.0,12.05
7615,12.0,2.0,
7616,23.0,2.0,19.99
7617,26.0,3.0,22.18
7618,39.0,5.0,26.43
7619,40.0,6.0,28.78
7620,33.0,5.0,26.05
7621,31.0,5.0,23.55
7622,23.0,5.0,23.04
7623,21.0,5.0,18.08
7624,22.0,6.0,14.46
7625,35.0,7.0,13.9
7626,17.0,9.0,13.76
7627,12.0,11.0,13.59
7628,10.0,14.0,14.4
7629,11.0,16.0,15.35
7630,11.0,15.0,17.42
7631,9.0,15.0,19.07
7632,10.0,11.0,19.59
7633,12.0,11.0,12.23
7634,12.0,13.0,6.91
7635,11.0,14.0,11.99
7636,9.0,19.0,9.4
7637,8.0,12.0,7.31
7638,7.0,12.0,5.22
7639,7.0,10.0,5.87
7640,8.0,13.0,6.04
7641,10.0,13.0,6.74
7642,14.0,16.0,7.46
7643,17.0,14.0,7.03
7644,17.0,12.0,6.81
7645,16.0,12.0,9.56
7646,10.0,13.0,11.7
7647,9.0,17.0,12.0
7648,10.0,22.0,12.76
7649,10.0,26.0,15.62
7650,11.0,26.0,14.4
7651,10.0,25.0,10.03
7652,10.0,21.0,10.47
7653,,16.0,10.33
7654,13.0,17.0,11.91
7655,10.0,21.0,11.27
7656,11.0,21.0,9.96
7657,10.0,19.0,8.97
7658,8.0,17.0,8.45
7659,7.0,18.0,12.66
7660,8.0,25.0,11.87
7661,10.0,24.0,11.33
7662,9.0,24.0,11.42
7663,9.0,25.0,10.0
7664,,29.0,12.35
7665,10.0,32.0,19.18
7666,10.0,34.0,18.99
7667,12.0,47.0,16.19
7668,11.0,50.0,18.25
7669,11.0,52.0,18.07
7670,12.0,50.0,18.55
7671,12.0,41.0,17.71
7672,,30.0,17.79
7673,13.0,19.0,16.44
7674,13.0,16.0,15.83
7675,12.0,13.0,14.78
7676,12.0,14.0,15.83
7677,,19.0,19.74
7678,11.0,18.0,24.28
7679,10.0,26.0,19.4
7680,10.0,19.0,11.29
7681,,22.0,9.62
7682,12.0,32.0,11.25
7683,12.0,45.0,8.62
7684,10.0,44.0,7.63
7685,10.0,50.0,8.12
7686,,41.0,9.66
7687,9.0,40.0,9.64
7688,10.0,44.0,12.42
7689,12.0,52.0,13.29
7690,13.0,57.0,11.99
7691,15.0,60.0,11.95
7692,18.0,62.0,21.41
7693,17.0,60.0,23.44
7694,17.0,51.0,27.63
7695,15.0,20.0,22.99
7696,17.0,10.0,25.07
7697,18.0,11.0,16.75
7698,21.0,24.0,16.2
7699,22.0,34.0,20.56
7700,28.0,36.0,20.07
7701,32.0,31.0,24.8
7702,34.0,39.0,41.73
7703,23.0,48.0,43.4
7704,20.0,50.0,36.85
7705,32.0,55.0,25.6
7706,50.0,72.0,23.0
7707,11.0,73.0,19.95
7708,10.0,68.0,21.51
7709,9.0,65.0,26.66
7710,7.0,42.0,24.67
7711,6.0,33.0,23.33
7712,6.0,33.0,22.72
7713,7.0,34.0,26.0
7714,9.0,30.0,28.09
7715,10.0,12.0,26.94
7716,11.0,11.0,23.92
7717,15.0,13.0,29.84
7718,14.0,13.0,29.56
7719,14.0,15.0,36.36
7720,12.0,21.0,23.36
7721,9.0,15.0,20.87
7722,10.0,15.0,24.49
7723,8.0,17.0,29.78
7724,11.0,19.0,28.58
7725,11.0,25.0,34.77
7726,10.0,22.0,35.61
7727,7.0,18.0,35.95
7728,7.0,19.0,24.37
7729,4.0,19.0,16.51
7730,3.0,15.0,12.23
7731,,13.0,12.12
7732,,16.0,13.07
7733,,18.0,12.96
7734,2.0,20.0,13.72
7735,2.0,23.0,16.29
7736,,22.0,18.8
7737,2.0,23.0,19.61
7738,3.0,26.0,22.52
7739,3.0,26.0,21.0
7740,4.0,27.0,21.75
7741,5.0,25.0,20.54
7742,6.0,31.0,16.47
7743,6.0,36.0,14.66
7744,,39.0,12.84
7745,7.0,26.0,12.44
7746,7.0,19.0,13.29
7747,6.0,18.0,15.56
7748,7.0,21.0,15.69
7749,9.0,23.0,15.36
7750,10.0,34.0,20.01
7751,8.0,32.0,15.64
7752,8.0,36.0,11.37
7753,5.0,41.0,11.68
7754,4.0,35.0,14.17
7755,3.0,29.0,27.6
7756,4.0,26.0,23.11
7757,3.0,29.0,23.22
7758,3.0,35.0,11.77
7759,4.0,40.0,11.42
7760,4.0,46.0,21.13
7761,2.0,40.0,27.89
7762,2.0,38.0,30.76
7763,3.0,35.0,28.47
7764,4.0,15.0,16.01
7765,4.0,11.0,13.29
7766,6.0,13.0,11.96
7767,8.0,17.0,12.5
7768,8.0,13.0,12.67
7769,,11.0,14.61
7770,10.0,11.0,14.12
7771,10.0,12.0,12.83
7772,,12.0,16.02
7773,,14.0,13.58
7774,8.0,17.0,12.1
7775,6.0,13.0,15.9
7776,5.0,10.0,29.13
7777,5.0,5.0,36.12
7778,3.0,4.0,40.78
7779,2.0,5.0,35.85
7780,2.0,6.0,20.86
7781,,7.0,16.37
7782,,6.0,24.83
7783,2.0,6.0,36.12
7784,,,16.52
7785,,,11.79
7786,3.0,7.0,11.48
7787,3.0,8.0,7.42
7788,5.0,10.0,6.35
7789,9.0,9.0,6.05
7790,11.0,7.0,5.86
7791,11.0,7.0,5.81
7792,10.0,12.0,5.11
7793,10.0,11.0,5.5
7794,12.0,12.0,6.1
7795,10.0,6.0,8.23
7796,9.0,6.0,10.77
7797,12.0,,11.89
7798,14.0,,8.23
7799,16.0,5.0,8.88
7800,10.0,5.0,8.07
7801,9.0,5.0,12.55
7802,6.0,4.0,12.88
7803,7.0,3.0,8.54
7804,8.0,3.0,9.69
7805,6.0,5.0,16.4
7806,6.0,7.0,21.46
7807,7.0,6.0,15.57
7808,6.0,12.0,19.89
7809,5.0,8.0,26.98
7810,8.0,12.0,18.02
7811,16.0,9.0,13.41
7812,14.0,6.0,10.25
7813,19.0,5.0,8.31
7814,12.0,5.0,10.11
7815,11.0,5.0,10.65
7816,13.0,6.0,15.51
7817,17.0,13.0,10.11
7818,22.0,16.0,10.19
7819,29.0,15.0,11.55
7820,22.0,14.0,10.3
7821,17.0,14.0,14.31
7822,22.0,16.0,17.04
7823,19.0,17.0,15.06
7824,11.0,18.0,12.96
7825,7.0,22.0,14.22
7826,5.0,12.0,22.96
7827,5.0,9.0,31.98
7828,4.0,10.0,29.93
7829,3.0,7.0,34.14
7830,5.0,7.0,52.69
7831,5.0,9.0,36.52
7832,4.0,10.0,29.74
7833,6.0,13.0,32.63
7834,8.0,15.0,31.19
7835,11.0,19.0,26.56
7836,16.0,25.0,22.5
7837,18.0,30.0,11.68
7838,15.0,34.0,12.7
7839,18.0,37.0,12.47
7840,33.0,34.0,15.16
7841,31.0,27.0,19.24
7842,33.0,19.0,17.5
7843,33.0,19.0,
7844,31.0,,
7845,32.0,21.0,
7846,34.0,22.0,
7847,35.0,20.0,
7848,33.0,24.0,
7849,35.0,27.0,
7850,32.0,23.0,
7851,39.0,23.0,
7852,33.0,20.0,
7853,35.0,17.0,
7854,40.0,26.0,
7855,41.0,28.0,
7856,38.0,27.0,
7857,36.0,31.0,
7858,25.0,28.0,
7859,29.0,27.0,
7860,37.0,29.0,
7861,42.0,23.0,
7862,44.0,14.0,
7863,55.0,16.0,
7864,53.0,17.0,
7865,37.0,14.0,
7866,47.0,11.0,
7867,41.0,10.0,
7868,22.0,9.0,
7869,20.0,10.0,
7870,14.0,13.0,
7871,7.0,12.0,
7872,9.0,9.0,
7873,9.0,8.0,
7874,8.0,7.0,
7875,8.0,11.0,
7876,7.0,15.0,
7877,8.0,18.0,
7878,8.0,16.0,
7879,9.0,20.0,
7880,10.0,18.0,
7881,12.0,17.0,
7882,14.0,15.0,
7883,16.0,14.0,
7884,14.0,16.0,
7885,12.0,15.0,
7886,11.0,14.0,
7887,8.0,17.0,
7888,7.0,17.0,
7889,7.0,19.0,
7890,6.0,22.0,
7891,6.0,24.0,
7892,,34.0,
7893,,45.0,
7894,7.0,67.0,
7895,9.0,97.0,
7896,10.0,87.0,
7897,6.0,84.0,
7898,6.0,67.0,
7899,4.0,55.0,
7900,3.0,55.0,
7901,4.0,54.0,
7902,6.0,38.0,
7903,10.0,33.0,
7904,11.0,26.0,
7905,21.0,14.0,
7906,19.0,10.0,
7907,18.0,9.0,
7908,23.0,8.0,
7909,19.0,7.0,40.68
7910,21.0,5.0,40.68
7911,23.0,7.0,28.12
7912,23.0,8.0,25.25
7913,,9.0,33.88
7914,24.0,8.0,31.84
7915,25.0,7.0,22.5
7916,29.0,6.0,17.65
7917,56.0,6.0,25.44
7918,60.0,7.0,37.06
7919,,6.0,30.96
7920,145.0,5.0,31.42
7921,110.0,3.0,40.12
7922,91.0,3.0,46.74
7923,78.0,3.0,
7924,63.0,5.0,
7925,57.0,6.0,
7926,65.0,8.0,
7927,59.0,9.0,
7928,41.0,8.0,
7929,42.0,10.0,
7930,41.0,9.0,11.25
7931,56.0,8.0,11.5
7932,47.0,10.0,11.12
7933,28.0,11.0,12.41
7934,9.0,12.0,13.14
7935,6.0,10.0,19.46
7936,6.0,11.0,19.62
7937,9.0,13.0,19.39
7938,16.0,17.0,20.13
7939,41.0,19.0,22.83
7940,52.0,21.0,21.47
7941,66.0,25.0,28.71
7942,105.0,27.0,22.82
7943,95.0,27.0,21.13
7944,113.0,25.0,21.41
7945,62.0,18.0,22.83
7946,72.0,10.0,34.0
7947,74.0,12.0,37.18
7948,81.0,17.0,34.47
7949,62.0,21.0,42.79
7950,47.0,24.0,43.11
7951,45.0,18.0,40.63
7952,48.0,19.0,48.0
7953,61.0,22.0,54.05
7954,62.0,15.0,46.44
7955,56.0,15.0,53.64
7956,32.0,17.0,55.21
7957,25.0,11.0,54.78
7958,20.0,11.0,50.24
7959,19.0,12.0,58.77
7960,14.0,14.0,57.73
7961,13.0,20.0,45.96
7962,15.0,17.0,43.68
7963,16.0,19.0,37.61
7964,19.0,18.0,39.21
7965,16.0,15.0,42.87
7966,11.0,15.0,52.38
7967,11.0,,64.63
7968,10.0,13.0,65.75
7969,10.0,11.0,63.83
7970,13.0,11.0,67.09
7971,18.0,13.0,85.05
7972,22.0,21.0,96.48
7973,20.0,15.0,69.13
7974,24.0,12.0,80.87
7975,34.0,9.0,76.53
7976,43.0,8.0,71.51
7977,40.0,8.0,35.73
7978,48.0,11.0,23.32
7979,67.0,11.0,28.07
7980,52.0,8.0,24.22
7981,28.0,10.0,20.37
7982,34.0,14.0,15.99
7983,29.0,20.0,19.69
7984,23.0,20.0,15.31
7985,15.0,25.0,14.07
7986,13.0,27.0,13.0
7987,20.0,24.0,12.59
7988,34.0,19.0,11.7
7989,30.0,23.0,12.18
7990,30.0,21.0,12.06
7991,46.0,23.0,11.45
7992,66.0,26.0,8.95
7993,66.0,32.0,7.03
7994,61.0,37.0,7.78
7995,58.0,38.0,7.92
7996,55.0,29.0,5.96
7997,51.0,27.0,4.37
7998,39.0,28.0,4.0
7999,38.0,28.0,4.49
8000,42.0,29.0,4.32
8001,62.0,33.0,4.79
8002,66.0,32.0,6.04
8003,28.0,32.0,6.68
8004,20.0,44.0,6.98
8005,19.0,63.0,7.66
8006,14.0,60.0,7.86
8007,14.0,48.0,7.98
8008,12.0,76.0,7.98
8009,11.0,53.0,6.37
8010,12.0,34.0,6.36
8011,12.0,34.0,7.55
8012,,37.0,10.29
8013,13.0,39.0,15.53
8014,13.0,42.0,21.73
8015,12.0,61.0,9.66
8016,8.0,74.0,8.35
8017,,,7.47
8018,9.0,69.0,8.36
8019,9.0,61.0,5.95
8020,,49.0,5.6
8021,11.0,42.0,4.81
8022,11.0,47.0,5.01
8023,13.0,51.0,5.22
8024,15.0,46.0,7.27
8025,17.0,32.0,11.04
8026,20.0,36.0,19.64
8027,24.0,18.0,16.8
8028,29.0,15.0,22.03
8029,32.0,13.0,23.38
8030,38.0,10.0,24.56
8031,28.0,11.0,23.85
8032,28.0,11.0,18.76
8033,41.0,,25.86
8034,44.0,12.0,24.87
8035,,20.0,20.34
8036,26.0,26.0,14.74
8037,22.0,27.0,17.34
8038,32.0,25.0,23.97
8039,30.0,34.0,19.06
8040,24.0,40.0,20.08
8041,22.0,44.0,
8042,21.0,43.0,21.93
8043,17.0,47.0,29.71
8044,15.0,34.0,31.76
8045,24.0,32.0,32.53
8046,36.0,43.0,47.69
8047,37.0,40.0,40.63
8048,46.0,28.0,51.8
8049,50.0,32.0,64.06
8050,36.0,31.0,65.17
8051,29.0,38.0,62.9
8052,30.0,50.0,71.79
8053,39.0,46.0,42.18
8054,56.0,30.0,17.64
8055,73.0,31.0,16.94
8056,88.0,34.0,18.53
8057,88.0,26.0,21.77
8058,69.0,29.0,23.26
8059,42.0,50.0,19.4
8060,45.0,45.0,17.06
8061,49.0,43.0,20.68
8062,31.0,51.0,22.31
8063,27.0,48.0,29.7
8064,21.0,46.0,23.32
8065,17.0,46.0,15.93
8066,20.0,65.0,19.91
8067,26.0,61.0,20.04
8068,24.0,53.0,19.62
8069,24.0,43.0,19.2
8070,21.0,43.0,23.87
8071,41.0,35.0,17.57
8072,44.0,29.0,
8073,74.0,28.0,13.14
8074,71.0,27.0,62.9
8075,62.0,23.0,
8076,34.0,23.0,
8077,34.0,19.0,7.99
8078,26.0,19.0,4.36
8079,27.0,20.0,4.65
8080,36.0,16.0,4.69
8081,40.0,22.0,3.5
8082,23.0,18.0,4.08
8083,19.0,18.0,
8084,23.0,21.0,
8085,24.0,23.0,
8086,22.0,33.0,3.8
8087,21.0,47.0,
8088,21.0,60.0,
8089,12.0,39.0,3.83
8090,7.0,40.0,4.37
8091,4.0,40.0,3.94
8092,3.0,52.0,3.36
8093,6.0,47.0,2.98
8094,6.0,34.0,2.75
8095,5.0,34.0,2.62
8096,5.0,37.0,3.2
8097,5.0,40.0,3.5
8098,7.0,54.0,3.81
8099,14.0,51.0,3.78
8100,11.0,24.0,4.23
8101,13.0,14.0,4.54
8102,16.0,12.0,4.23
8103,24.0,10.0,5.4
8104,21.0,12.0,4.99
8105,15.0,16.0,5.74
8106,22.0,14.0,5.48
8107,20.0,12.0,5.52
8108,22.0,13.0,6.28
8109,20.0,15.0,5.5
8110,30.0,16.0,5.77
8111,27.0,20.0,6.12
8112,22.0,27.0,7.44
8113,16.0,35.0,7.9
8114,7.0,33.0,9.78
8115,6.0,39.0,13.3
8116,11.0,56.0,13.72
8117,14.0,50.0,10.1
8118,17.0,49.0,8.2
8119,16.0,45.0,8.07
8120,17.0,40.0,8.54
8121,16.0,42.0,9.32
8122,18.0,45.0,11.66
8123,21.0,37.0,15.39
8124,34.0,45.0,23.69
8125,35.0,45.0,23.95
8126,38.0,27.0,27.51
8127,30.0,25.0,37.35
8128,34.0,22.0,46.91
8129,32.0,19.0,52.87
8130,33.0,26.0,41.6
8131,37.0,32.0,28.86
8132,24.0,30.0,36.83
8133,26.0,25.0,36.11
8134,24.0,24.0,33.64
8135,48.0,20.0,29.42
8136,47.0,15.0,36.19
8137,53.0,16.0,40.8
8138,61.0,18.0,42.66
8139,41.0,27.0,51.93
8140,50.0,28.0,50.7
8141,56.0,26.0,37.23
8142,54.0,27.0,33.51
8143,39.0,16.0,33.28
8144,44.0,14.0,28.57
8145,42.0,17.0,31.36
8146,46.0,13.0,28.37
8147,45.0,16.0,27.29
8148,34.0,12.0,21.48
8149,32.0,5.0,33.97
8150,29.0,5.0,17.85
8151,30.0,9.0,15.3
8152,37.0,7.0,17.88
8153,38.0,6.0,21.91
8154,43.0,7.0,17.14
8155,29.0,6.0,13.52
8156,40.0,8.0,12.81
8157,57.0,7.0,10.75
8158,63.0,6.0,10.77
8159,61.0,7.0,18.15
8160,57.0,6.0,12.65
8161,46.0,6.0,8.36
8162,38.0,,6.98
8163,27.0,,9.35
8164,26.0,,9.2
8165,24.0,8.0,11.96
8166,23.0,12.0,11.52
8167,19.0,12.0,7.78
8168,17.0,10.0,5.98
8169,17.0,11.0,4.34
8170,24.0,12.0,3.87
8171,25.0,11.0,4.42
8172,28.0,10.0,3.66
8173,22.0,10.0,5.13
8174,33.0,13.0,5.15
8175,34.0,14.0,5.5
8176,28.0,15.0,5.82
8177,19.0,18.0,6.24
8178,18.0,18.0,7.87
8179,20.0,13.0,11.65
8180,28.0,14.0,8.9
8181,37.0,16.0,9.44
8182,44.0,17.0,6.82
8183,56.0,18.0,10.52
8184,56.0,24.0,12.15
8185,27.0,23.0,8.04
8186,38.0,24.0,7.09
8187,28.0,25.0,9.77
8188,22.0,28.0,5.47
8189,22.0,34.0,6.16
8190,24.0,33.0,4.33
8191,26.0,40.0,5.9
