hour_of_year,pm2.5_2022,pm2.5_2023,pm2.5_2024
2347,25.0,9.0,7.0
2348,23.0,9.0,4.0
2349,27.0,5.0,
2350,27.0,9.0,
2351,20.0,10.0,9.0
2352,13.0,14.0,31.0
2353,14.0,14.0,23.0
2354,8.0,6.0,27.0
2355,5.0,9.0,23.0
2356,8.0,8.0,16.0
2357,10.0,7.0,15.0
2358,10.0,2.0,13.0
2359,,6.0,22.0
2360,12.0,7.0,30.0
2361,16.0,7.0,27.0
2362,19.0,9.0,19.0
2363,24.0,6.0,23.0
2364,22.0,6.0,32.0
2365,20.0,11.0,39.0
2366,34.0,16.0,34.0
2367,42.0,13.0,36.0
2368,55.0,13.0,38.0
2369,51.0,3.0,38.0
2370,43.0,7.0,40.0
2371,33.0,10.0,30.0
2372,31.0,10.0,31.0
2373,24.0,8.0,27.0
2374,20.0,5.0,33.0
2375,27.0,7.0,40.0
2376,25.0,7.0,42.0
2377,28.0,3.0,46.0
2378,11.0,,43.0
2379,17.0,,33.0
2380,26.0,3.0,33.0
2381,21.0,,37.0
2382,17.0,2.0,40.0
2383,11.0,4.0,41.0
2384,16.0,5.0,40.0
2385,14.0,8.0,45.0
2386,18.0,10.0,53.0
2387,23.0,9.0,59.0
2388,26.0,13.0,61.0
2389,34.0,12.0,63.0
2390,43.0,7.0,70.0
2391,38.0,7.0,58.0
2392,39.0,11.0,55.0
2393,36.0,5.0,46.0
2394,25.0,8.0,38.0
2395,23.0,10.0,21.0
2396,19.0,9.0,20.0
2397,13.0,13.0,10.0
2398,8.0,10.0,9.0
2399,,8.0,13.0
2400,13.0,6.0,20.0
2401,18.0,6.0,27.0
2402,22.0,3.0,23.0
2403,11.0,2.0,6.0
2404,15.0,,
2405,17.0,7.0,
2406,18.0,7.0,11.0
2407,22.0,8.0,8.0
2408,20.0,11.0,7.0
2409,23.0,15.0,13.0
2410,25.0,17.0,
2411,36.0,17.0,
2412,29.0,21.0,13.0
2413,22.0,17.0,39.0
2414,17.0,19.0,43.0
2415,15.0,18.0,41.0
2416,17.0,24.0,32.0
2417,9.0,32.0,27.0
2418,11.0,22.0,17.0
2419,14.0,8.0,9.0
2420,8.0,6.0,
2421,,9.0,
2422,3.0,13.0,
2423,12.0,18.0,
2424,13.0,11.0,
2425,23.0,8.0,
2426,15.0,11.0,8.0
2427,22.0,11.0,4.0
2428,26.0,,4.0
2429,24.0,,3.0
2430,21.0,10.0,7.0
2431,18.0,14.0,15.0
2432,22.0,18.0,14.0
2433,25.0,21.0,19.0
2434,28.0,24.0,28.0
2435,34.0,28.0,22.0
2436,38.0,25.0,25.0
2437,50.0,19.0,26.0
2438,39.0,22.0,27.0
2439,41.0,19.0,33.0
2440,39.0,13.0,24.0
2441,20.0,20.0,17.0
2442,24.0,25.0,13.0
2443,27.0,15.0,8.0
2444,16.0,14.0,
2445,8.0,8.0,
2446,7.0,6.0,
2447,9.0,10.0,
2448,25.0,8.0,
2449,24.0,5.0,2.0
2450,21.0,4.0,6.0
2451,29.0,14.0,14.0
2452,24.0,13.0,7.0
2453,21.0,9.0,12.0
2454,22.0,9.0,17.0
2455,22.0,8.0,10.0
2456,,13.0,16.0
2457,29.0,19.0,19.0
2458,32.0,22.0,23.0
2459,41.0,22.0,20.0
2460,32.0,19.0,18.0
2461,22.0,20.0,20.0
2462,16.0,10.0,38.0
2463,15.0,19.0,33.0
2464,10.0,25.0,39.0
2465,8.0,28.0,33.0
2466,8.0,26.0,20.0
2467,,21.0,6.0
2468,9.0,20.0,
2469,5.0,22.0,
2470,13.0,37.0,
2471,3.0,27.0,6.0
2472,10.0,16.0,4.0
2473,16.0,9.0,8.0
2474,18.0,9.0,15.0
2475,23.0,3.0,23.0
2476,15.0,7.0,19.0
2477,24.0,8.0,22.0
2478,29.0,10.0,20.0
2479,25.0,12.0,13.0
2480,27.0,13.0,11.0
2481,27.0,16.0,14.0
2482,24.0,25.0,16.0
2483,25.0,43.0,10.0
2484,24.0,44.0,13.0
2485,23.0,44.0,22.0
2486,25.0,37.0,24.0
2487,22.0,48.0,27.0
2488,22.0,44.0,30.0
2489,26.0,33.0,31.0
2490,26.0,27.0,27.0
2491,,18.0,
2492,21.0,24.0,19.0
2493,24.0,22.0,
2494,25.0,22.0,9.0
2495,25.0,21.0,22.0
2496,20.0,27.0,13.0
2497,12.0,35.0,10.0
2498,11.0,30.0,11.0
2499,20.0,25.0,5.0
2500,18.0,18.0,6.0
2501,20.0,17.0,6.0
2502,22.0,13.0,8.0
2503,22.0,18.0,11.0
2504,28.0,26.0,6.0
2505,24.0,24.0,10.0
2506,25.0,21.0,21.0
2507,24.0,23.0,24.0
2508,30.0,34.0,22.0
2509,34.0,29.0,23.0
2510,34.0,34.0,21.0
2511,33.0,34.0,33.0
2512,38.0,22.0,40.0
2513,43.0,15.0,51.0
2514,46.0,5.0,41.0
2515,38.0,,30.0
2516,37.0,,21.0
2517,35.0,,
2518,23.0,,
2519,30.0,,
2520,27.0,7.0,9.0
2521,25.0,13.0,16.0
2522,22.0,21.0,15.0
2523,14.0,34.0,11.0
2524,16.0,32.0,7.0
2525,28.0,31.0,4.0
2526,24.0,26.0,10.0
2527,21.0,14.0,13.0
2528,31.0,36.0,13.0
2529,31.0,37.0,18.0
2530,27.0,27.0,12.0
2531,28.0,16.0,4.0
2532,35.0,20.0,22.0
2533,37.0,18.0,36.0
2534,33.0,2.0,35.0
2535,34.0,3.0,38.0
2536,41.0,10.0,40.0
2537,41.0,18.0,38.0
2538,,14.0,40.0
2539,38.0,12.0,32.0
2540,33.0,8.0,17.0
2541,28.0,8.0,16.0
2542,30.0,6.0,
2543,27.0,13.0,
2544,32.0,13.0,11.0
2545,19.0,20.0,19.0
2546,18.0,20.0,19.0
2547,15.0,12.0,22.0
2548,14.0,7.0,20.0
2549,10.0,7.0,35.0
2550,12.0,8.0,36.0
2551,13.0,5.0,20.0
2552,16.0,14.0,33.0
2553,15.0,15.0,35.0
2554,18.0,15.0,21.0
2555,15.0,18.0,32.0
2556,26.0,19.0,33.0
2557,24.0,16.0,43.0
2558,28.0,25.0,41.0
2559,27.0,23.0,33.0
2560,37.0,21.0,37.0
2561,45.0,18.0,34.0
2562,38.0,22.0,28.0
2563,38.0,19.0,26.0
2564,32.0,19.0,13.0
2565,26.0,,
2566,24.0,22.0,7.0
2567,11.0,18.0,20.0
2568,13.0,15.0,18.0
2569,18.0,11.0,18.0
2570,22.0,5.0,14.0
2571,18.0,8.0,10.0
2572,20.0,12.0,10.0
2573,17.0,12.0,15.0
2574,17.0,4.0,17.0
2575,16.0,10.0,18.0
2576,18.0,13.0,24.0
2577,18.0,15.0,29.0
2578,22.0,18.0,36.0
2579,28.0,23.0,42.0
2580,24.0,30.0,51.0
2581,22.0,28.0,49.0
2582,21.0,23.0,56.0
2583,21.0,31.0,50.0
2584,,37.0,39.0
2585,17.0,45.0,33.0
2586,21.0,38.0,34.0
2587,20.0,37.0,38.0
2588,23.0,31.0,37.0
2589,25.0,16.0,41.0
2590,26.0,15.0,42.0
2591,29.0,16.0,40.0
2592,28.0,6.0,27.0
2593,25.0,10.0,22.0
2594,22.0,,14.0
2595,19.0,5.0,14.0
2596,19.0,10.0,17.0
2597,16.0,11.0,17.0
2598,15.0,11.0,16.0
2599,12.0,12.0,21.0
2600,12.0,17.0,22.0
2601,13.0,21.0,27.0
2602,19.0,18.0,28.0
2603,17.0,21.0,37.0
2604,15.0,25.0,36.0
2605,18.0,26.0,46.0
2606,19.0,36.0,52.0
2607,18.0,40.0,35.0
2608,13.0,45.0,35.0
2609,21.0,40.0,40.0
2610,20.0,32.0,52.0
2611,19.0,31.0,85.0
2612,14.0,27.0,68.0
2613,12.0,15.0,36.0
2614,17.0,4.0,6.0
2615,13.0,5.0,8.0
2616,14.0,5.0,19.0
2617,10.0,10.0,32.0
2618,9.0,9.0,51.0
2619,15.0,15.0,47.0
2620,7.0,8.0,52.0
2621,9.0,20.0,50.0
2622,7.0,14.0,44.0
2623,11.0,18.0,39.0
2624,9.0,21.0,37.0
2625,10.0,22.0,37.0
2626,16.0,24.0,43.0
2627,21.0,23.0,36.0
2628,23.0,32.0,21.0
2629,27.0,30.0,21.0
2630,28.0,37.0,40.0
2631,25.0,53.0,39.0
2632,28.0,58.0,40.0
2633,42.0,56.0,37.0
2634,45.0,54.0,42.0
2635,39.0,45.0,29.0
2636,38.0,31.0,33.0
2637,45.0,22.0,28.0
2638,36.0,17.0,16.0
2639,38.0,20.0,4.0
2640,30.0,20.0,19.0
2641,24.0,,27.0
2642,14.0,,18.0
2643,13.0,13.0,8.0
2644,17.0,18.0,21.0
2645,15.0,19.0,12.0
2646,16.0,30.0,11.0
2647,15.0,30.0,7.0
2648,22.0,26.0,16.0
2649,23.0,36.0,19.0
2650,28.0,42.0,18.0
2651,32.0,45.0,12.0
2652,30.0,58.0,11.0
2653,29.0,57.0,16.0
2654,26.0,47.0,
2655,30.0,31.0,
2656,35.0,23.0,37.0
2657,30.0,4.0,33.0
2658,34.0,10.0,41.0
2659,31.0,16.0,34.0
2660,34.0,22.0,34.0
2661,31.0,16.0,27.0
2662,26.0,14.0,29.0
2663,24.0,13.0,47.0
2664,22.0,12.0,28.0
2665,21.0,8.0,14.0
2666,20.0,22.0,20.0
2667,17.0,15.0,9.0
2668,26.0,9.0,2.0
2669,27.0,10.0,
2670,33.0,16.0,2.0
2671,33.0,14.0,
2672,36.0,17.0,
2673,35.0,16.0,
2674,38.0,24.0,
2675,30.0,28.0,
2676,36.0,34.0,
2677,40.0,47.0,2.0
2678,40.0,41.0,2.0
2679,47.0,44.0,2.0
2680,43.0,44.0,2.0
2681,33.0,57.0,3.0
2682,37.0,47.0,
2683,30.0,37.0,6.0
2684,26.0,31.0,
2685,17.0,15.0,8.0
2686,12.0,9.0,9.0
2687,19.0,2.0,11.0
2688,17.0,11.0,9.0
2689,16.0,9.0,
2690,15.0,,
2691,18.0,12.0,
2692,15.0,11.0,6.0
2693,14.0,15.0,4.0
2694,12.0,19.0,8.0
2695,15.0,19.0,13.0
2696,14.0,18.0,7.0
2697,14.0,20.0,10.0
2698,17.0,21.0,10.0
2699,17.0,30.0,3.0
2700,22.0,38.0,3.0
2701,21.0,39.0,4.0
2702,32.0,,13.0
2703,,23.0,10.0
2704,34.0,11.0,10.0
2705,50.0,,5.0
2706,40.0,,8.0
2707,32.0,,14.0
2708,24.0,,8.0
2709,24.0,,9.0
2710,16.0,,9.0
2711,13.0,,7.0
2712,15.0,9.0,9.0
2713,11.0,2.0,2.0
2714,11.0,13.0,
2715,29.0,8.0,
2716,22.0,6.0,2.0
2717,16.0,8.0,6.0
2718,12.0,6.0,6.0
2719,12.0,9.0,8.0
2720,10.0,12.0,10.0
2721,12.0,6.0,10.0
2722,12.0,11.0,
2723,20.0,8.0,9.0
2724,24.0,8.0,14.0
2725,32.0,12.0,19.0
2726,27.0,14.0,18.0
2727,24.0,15.0,21.0
2728,28.0,20.0,17.0
2729,29.0,17.0,18.0
2730,30.0,18.0,20.0
2731,19.0,21.0,18.0
2732,14.0,14.0,13.0
2733,21.0,12.0,20.0
2734,13.0,14.0,36.0
2735,12.0,6.0,38.0
2736,11.0,8.0,36.0
2737,13.0,9.0,25.0
2738,16.0,5.0,14.0
2739,10.0,14.0,8.0
2740,19.0,16.0,15.0
2741,22.0,21.0,18.0
2742,23.0,19.0,21.0
2743,20.0,10.0,14.0
2744,22.0,11.0,16.0
2745,26.0,10.0,18.0
2746,26.0,14.0,16.0
2747,,19.0,18.0
2748,30.0,22.0,18.0
2749,26.0,25.0,25.0
2750,25.0,24.0,21.0
2751,28.0,18.0,25.0
2752,24.0,35.0,23.0
2753,31.0,38.0,26.0
2754,30.0,25.0,29.0
2755,31.0,21.0,22.0
2756,28.0,10.0,27.0
2757,30.0,8.0,20.0
2758,33.0,,22.0
2759,37.0,7.0,19.0
2760,24.0,13.0,15.0
2761,5.0,18.0,17.0
2762,,24.0,14.0
2763,,12.0,14.0
2764,,12.0,13.0
2765,,16.0,17.0
2766,,13.0,21.0
2767,,12.0,20.0
2768,,15.0,17.0
2769,,16.0,25.0
2770,,23.0,18.0
2771,6.0,22.0,23.0
2772,28.0,23.0,22.0
2773,29.0,8.0,27.0
2774,15.0,,32.0
2775,4.0,30.0,32.0
2776,8.0,51.0,39.0
2777,5.0,37.0,43.0
2778,,21.0,40.0
2779,9.0,22.0,38.0
2780,11.0,26.0,36.0
2781,9.0,32.0,33.0
2782,7.0,24.0,29.0
2783,9.0,23.0,22.0
2784,11.0,30.0,21.0
2785,5.0,17.0,25.0
2786,7.0,24.0,29.0
2787,4.0,18.0,30.0
2788,8.0,9.0,23.0
2789,6.0,11.0,28.0
2790,8.0,14.0,23.0
2791,5.0,22.0,19.0
2792,13.0,26.0,21.0
2793,16.0,31.0,32.0
2794,15.0,39.0,19.0
2795,17.0,28.0,27.0
2796,15.0,25.0,33.0
2797,16.0,29.0,43.0
2798,19.0,22.0,49.0
2799,30.0,24.0,51.0
2800,28.0,23.0,61.0
2801,24.0,13.0,60.0
2802,11.0,5.0,40.0
2803,,,
2804,,17.0,
2805,,21.0,
2806,,22.0,
2807,,13.0,
2808,,13.0,
2809,8.0,2.0,
2810,12.0,5.0,
2811,8.0,4.0,
2812,8.0,7.0,
2813,7.0,8.0,
2814,5.0,9.0,
2815,9.0,9.0,
2816,13.0,13.0,
2817,11.0,19.0,
2818,11.0,26.0,
2819,16.0,29.0,
2820,23.0,30.0,
2821,19.0,27.0,
2822,22.0,38.0,
2823,17.0,46.0,
2824,25.0,48.0,
2825,19.0,32.0,
2826,28.0,23.0,
2827,22.0,27.0,
2828,25.0,22.0,30.0
2829,13.0,21.0,
2830,8.0,16.0,
2831,7.0,26.0,
2832,10.0,20.0,
2833,8.0,,
2834,9.0,,
2835,8.0,,
2836,11.0,,
2837,6.0,,
2838,9.0,,
2839,13.0,,
2840,12.0,,
2841,11.0,,
2842,13.0,,
2843,18.0,,
2844,18.0,,
2845,24.0,,
2846,31.0,,
2847,26.0,,
2848,32.0,,
2849,40.0,,
2850,43.0,,
2851,20.0,,
2852,18.0,,
2853,17.0,,
2854,13.0,,
2855,7.0,17.0,
2856,13.0,,
2857,16.0,,
2858,20.0,,
2859,21.0,,
2860,21.0,,
2861,22.0,,
2862,19.0,,
2863,21.0,26.0,
2864,20.0,,
2865,23.0,,
2866,26.0,,17.0
2867,31.0,,25.0
2868,26.0,,37.0
2869,23.0,25.0,36.0
2870,24.0,,37.0
2871,28.0,,47.0
2872,33.0,,52.0
2873,32.0,,44.0
2874,42.0,,32.0
2875,33.0,10.0,19.0
2876,24.0,2.0,25.0
2877,24.0,,16.0
2878,16.0,,25.0
2879,19.0,,24.0
2880,19.0,,32.0
2881,,,35.0
2882,14.0,10.0,29.0
2883,20.0,,24.0
2884,15.0,,19.0
2885,21.0,,23.0
2886,21.0,,22.0
2887,19.0,,24.0
2888,17.0,,31.0
2889,23.0,,36.0
2890,23.0,,32.0
2891,27.0,,40.0
2892,33.0,,36.0
2893,33.0,,33.0
2894,38.0,,37.0
2895,49.0,,43.0
2896,43.0,,50.0
2897,44.0,,49.0
2898,40.0,,49.0
2899,42.0,,47.0
2900,27.0,,35.0
2901,15.0,,31.0
2902,10.0,,30.0
2903,9.0,,28.0
2904,9.0,,28.0
2905,12.0,,
2906,11.0,,26.0
2907,7.0,9.0,22.0
2908,11.0,6.0,20.0
2909,13.0,,22.0
2910,12.0,,27.0
2911,21.0,,23.0
2912,20.0,,21.0
2913,22.0,,21.0
2914,31.0,,26.0
2915,28.0,,19.0
2916,31.0,19.0,21.0
2917,30.0,34.0,26.0
2918,31.0,46.0,28.0
2919,40.0,35.0,46.0
2920,44.0,,50.0
2921,53.0,,54.0
2922,48.0,,52.0
2923,38.0,7.0,48.0
2924,31.0,8.0,43.0
2925,35.0,25.0,36.0
2926,30.0,32.0,21.0
2927,11.0,21.0,17.0
2928,5.0,,17.0
2929,12.0,15.0,16.0
2930,15.0,12.0,18.0
2931,14.0,17.0,19.0
2932,14.0,15.0,22.0
2933,15.0,19.0,32.0
2934,14.0,18.0,33.0
2935,15.0,15.0,34.0
2936,21.0,17.0,40.0
2937,24.0,13.0,41.0
2938,26.0,14.0,34.0
2939,29.0,15.0,41.0
2940,29.0,19.0,50.0
2941,25.0,23.0,60.0
2942,27.0,29.0,62.0
2943,32.0,33.0,69.0
2944,38.0,35.0,58.0
2945,43.0,49.0,35.0
2946,40.0,52.0,30.0
2947,41.0,43.0,
2948,37.0,34.0,
2949,25.0,29.0,
2950,23.0,24.0,
2951,25.0,22.0,10.0
2952,20.0,28.0,32.0
2953,18.0,23.0,41.0
2954,20.0,22.0,25.0
2955,15.0,21.0,21.0
2956,17.0,23.0,19.0
2957,24.0,26.0,19.0
2958,20.0,26.0,20.0
2959,24.0,25.0,28.0
2960,28.0,34.0,31.0
2961,32.0,33.0,30.0
2962,36.0,36.0,41.0
2963,41.0,37.0,41.0
2964,47.0,37.0,46.0
2965,50.0,46.0,38.0
2966,48.0,55.0,29.0
2967,47.0,53.0,49.0
2968,43.0,51.0,37.0
2969,49.0,57.0,54.0
2970,54.0,50.0,35.0
2971,52.0,40.0,39.0
2972,44.0,31.0,31.0
2973,37.0,28.0,24.0
2974,18.0,31.0,26.0
2975,18.0,36.0,34.0
2976,17.0,43.0,26.0
2977,16.0,37.0,25.0
2978,16.0,27.0,22.0
2979,19.0,28.0,17.0
2980,23.0,25.0,10.0
2981,24.0,27.0,10.0
2982,28.0,26.0,16.0
2983,28.0,24.0,16.0
2984,27.0,28.0,19.0
2985,34.0,33.0,22.0
2986,34.0,44.0,26.0
2987,40.0,58.0,33.0
2988,46.0,68.0,34.0
2989,50.0,62.0,33.0
2990,53.0,67.0,33.0
2991,63.0,69.0,36.0
2992,69.0,64.0,40.0
2993,59.0,38.0,43.0
2994,57.0,47.0,42.0
2995,49.0,30.0,38.0
2996,39.0,27.0,39.0
2997,30.0,42.0,44.0
2998,26.0,32.0,37.0
2999,21.0,23.0,24.0
3000,12.0,46.0,28.0
3001,28.0,51.0,23.0
3002,26.0,42.0,23.0
3003,33.0,22.0,12.0
3004,30.0,28.0,21.0
3005,27.0,32.0,20.0
3006,27.0,39.0,25.0
3007,28.0,50.0,25.0
3008,31.0,41.0,27.0
3009,33.0,40.0,29.0
3010,40.0,44.0,28.0
3011,37.0,50.0,29.0
3012,41.0,58.0,23.0
3013,43.0,64.0,31.0
3014,41.0,65.0,25.0
3015,46.0,87.0,34.0
3016,40.0,63.0,47.0
3017,40.0,55.0,43.0
3018,36.0,57.0,51.0
3019,35.0,52.0,41.0
3020,33.0,53.0,28.0
3021,29.0,36.0,17.0
3022,27.0,37.0,13.0
3023,24.0,38.0,11.0
3024,23.0,37.0,11.0
3025,26.0,30.0,15.0
3026,24.0,33.0,14.0
3027,22.0,30.0,13.0
3028,23.0,31.0,12.0
3029,28.0,34.0,13.0
3030,24.0,35.0,16.0
3031,23.0,35.0,13.0
3032,21.0,,23.0
3033,23.0,40.0,30.0
3034,27.0,45.0,28.0
3035,35.0,50.0,32.0
3036,39.0,59.0,36.0
3037,41.0,62.0,29.0
3038,56.0,68.0,45.0
3039,57.0,65.0,54.0
3040,43.0,42.0,60.0
3041,47.0,38.0,51.0
3042,40.0,28.0,44.0
3043,35.0,23.0,34.0
3044,31.0,34.0,26.0
3045,19.0,26.0,20.0
3046,12.0,10.0,21.0
3047,16.0,2.0,21.0
3048,21.0,,6.0
3049,20.0,4.0,12.0
3050,27.0,,16.0
3051,28.0,6.0,16.0
3052,39.0,9.0,20.0
3053,39.0,13.0,24.0
3054,42.0,10.0,27.0
3055,46.0,13.0,29.0
3056,45.0,17.0,32.0
3057,44.0,18.0,34.0
3058,42.0,25.0,43.0
3059,45.0,27.0,45.0
3060,46.0,29.0,83.0
3061,46.0,27.0,76.0
3062,49.0,38.0,78.0
3063,70.0,42.0,60.0
3064,88.0,41.0,28.0
3065,76.0,42.0,22.0
3066,66.0,40.0,32.0
3067,43.0,47.0,30.0
3068,35.0,31.0,11.0
3069,17.0,15.0,16.0
3070,28.0,2.0,20.0
3071,15.0,4.0,28.0
3072,19.0,,28.0
3073,24.0,,27.0
3074,29.0,,30.0
3075,25.0,11.0,26.0
3076,37.0,7.0,23.0
3077,42.0,7.0,21.0
3078,38.0,12.0,21.0
3079,44.0,15.0,20.0
3080,47.0,18.0,31.0
3081,48.0,16.0,35.0
3082,51.0,26.0,38.0
3083,47.0,34.0,46.0
3084,47.0,33.0,73.0
3085,48.0,42.0,95.0
3086,56.0,62.0,
3087,60.0,68.0,59.0
3088,72.0,52.0,43.0
3089,56.0,36.0,41.0
3090,47.0,34.0,25.0
3091,46.0,33.0,31.0
3092,43.0,23.0,21.0
3093,37.0,19.0,23.0
3094,32.0,22.0,20.0
3095,24.0,21.0,30.0
3096,18.0,23.0,24.0
3097,24.0,11.0,23.0
3098,21.0,8.0,18.0
3099,23.0,6.0,47.0
3100,20.0,9.0,37.0
3101,20.0,6.0,36.0
3102,,6.0,35.0
3103,,3.0,42.0
3104,18.0,5.0,47.0
3105,21.0,13.0,64.0
3106,21.0,27.0,64.0
3107,23.0,30.0,92.0
3108,34.0,32.0,100.0
3109,35.0,37.0,90.0
3110,30.0,39.0,57.0
3111,39.0,48.0,30.0
3112,65.0,53.0,26.0
3113,61.0,36.0,29.0
3114,47.0,34.0,23.0
3115,43.0,,22.0
3116,36.0,13.0,26.0
3117,33.0,30.0,5.0
3118,22.0,24.0,12.0
3119,14.0,16.0,16.0
3120,20.0,21.0,20.0
3121,14.0,15.0,18.0
3122,4.0,19.0,2.0
3123,9.0,22.0,13.0
3124,10.0,18.0,25.0
3125,12.0,21.0,30.0
3126,10.0,21.0,31.0
3127,13.0,27.0,36.0
3128,20.0,33.0,38.0
3129,24.0,29.0,48.0
3130,20.0,36.0,55.0
3131,18.0,34.0,56.0
3132,24.0,44.0,67.0
3133,25.0,57.0,77.0
3134,29.0,62.0,55.0
3135,42.0,53.0,44.0
3136,40.0,39.0,37.0
3137,38.0,40.0,49.0
3138,31.0,37.0,37.0
3139,20.0,28.0,30.0
3140,16.0,22.0,30.0
3141,8.0,25.0,33.0
3142,14.0,28.0,33.0
3143,14.0,30.0,39.0
3144,15.0,27.0,36.0
3145,10.0,20.0,41.0
3146,14.0,18.0,42.0
3147,16.0,23.0,39.0
3148,9.0,26.0,42.0
3149,6.0,23.0,49.0
3150,11.0,25.0,56.0
3151,13.0,39.0,60.0
3152,16.0,46.0,62.0
3153,18.0,44.0,59.0
3154,20.0,43.0,53.0
3155,22.0,48.0,39.0
3156,35.0,52.0,36.0
3157,43.0,52.0,41.0
3158,37.0,55.0,49.0
3159,44.0,67.0,52.0
3160,41.0,71.0,46.0
3161,29.0,56.0,51.0
3162,25.0,48.0,50.0
3163,17.0,48.0,50.0
3164,8.0,,56.0
3165,,19.0,61.0
3166,5.0,12.0,57.0
3167,9.0,17.0,50.0
3168,13.0,9.0,44.0
3169,12.0,8.0,23.0
3170,5.0,10.0,19.0
3171,9.0,22.0,9.0
3172,12.0,23.0,10.0
3173,7.0,17.0,9.0
3174,16.0,14.0,13.0
3175,13.0,12.0,14.0
3176,14.0,11.0,13.0
3177,16.0,16.0,22.0
3178,20.0,16.0,25.0
3179,20.0,14.0,24.0
3180,22.0,19.0,29.0
3181,26.0,19.0,28.0
3182,31.0,28.0,25.0
3183,43.0,35.0,38.0
3184,39.0,32.0,57.0
3185,37.0,12.0,67.0
3186,29.0,10.0,45.0
3187,10.0,9.0,35.0
3188,12.0,16.0,36.0
3189,12.0,26.0,48.0
3190,5.0,19.0,31.0
3191,9.0,21.0,35.0
3192,10.0,16.0,42.0
3193,11.0,57.0,44.0
3194,2.0,46.0,47.0
3195,9.0,28.0,41.0
3196,9.0,15.0,39.0
3197,,10.0,37.0
3198,11.0,9.0,33.0
3199,12.0,12.0,34.0
3200,13.0,13.0,44.0
3201,15.0,19.0,44.0
3202,18.0,21.0,41.0
3203,26.0,16.0,43.0
3204,29.0,14.0,65.0
3205,34.0,9.0,88.0
3206,36.0,11.0,84.0
3207,36.0,18.0,60.0
3208,38.0,27.0,21.0
3209,37.0,14.0,6.0
3210,30.0,10.0,10.0
3211,23.0,13.0,11.0
3212,15.0,20.0,
3213,5.0,20.0,
3214,,18.0,
3215,7.0,17.0,8.0
3216,7.0,18.0,8.0
3217,11.0,20.0,13.0
3218,12.0,20.0,20.0
3219,10.0,21.0,19.0
3220,5.0,18.0,20.0
3221,9.0,18.0,21.0
3222,5.0,22.0,19.0
3223,7.0,21.0,17.0
3224,8.0,29.0,30.0
3225,16.0,46.0,26.0
3226,20.0,44.0,25.0
3227,15.0,23.0,27.0
3228,19.0,13.0,38.0
3229,26.0,15.0,46.0
3230,35.0,19.0,38.0
3231,48.0,24.0,41.0
3232,36.0,22.0,33.0
3233,21.0,28.0,31.0
3234,15.0,24.0,26.0
3235,12.0,3.0,11.0
3236,6.0,,11.0
3237,,,4.0
3238,,,
3239,3.0,,
3240,12.0,,13.0
3241,16.0,5.0,14.0
3242,11.0,6.0,15.0
3243,14.0,8.0,13.0
3244,11.0,14.0,19.0
3245,15.0,17.0,22.0
3246,17.0,15.0,32.0
3247,19.0,19.0,31.0
3248,23.0,24.0,35.0
3249,27.0,29.0,35.0
3250,30.0,23.0,37.0
3251,34.0,16.0,36.0
3252,31.0,9.0,41.0
3253,38.0,13.0,44.0
3254,49.0,19.0,53.0
3255,39.0,36.0,56.0
3256,22.0,37.0,65.0
3257,22.0,20.0,65.0
3258,16.0,,62.0
3259,25.0,,47.0
3260,19.0,,43.0
3261,5.0,,34.0
3262,13.0,8.0,32.0
3263,10.0,13.0,27.0
3264,10.0,8.0,25.0
3265,3.0,6.0,29.0
3266,6.0,16.0,25.0
3267,10.0,17.0,27.0
3268,12.0,15.0,32.0
3269,15.0,13.0,35.0
3270,13.0,13.0,39.0
3271,18.0,19.0,46.0
3272,16.0,28.0,40.0
3273,22.0,28.0,45.0
3274,27.0,29.0,33.0
3275,33.0,19.0,45.0
3276,24.0,19.0,53.0
3277,36.0,28.0,80.0
3278,51.0,38.0,91.0
3279,53.0,31.0,60.0
3280,47.0,28.0,43.0
3281,34.0,25.0,44.0
3282,31.0,18.0,33.0
3283,27.0,18.0,44.0
3284,18.0,,39.0
3285,3.0,12.0,27.0
3286,6.0,5.0,18.0
3287,15.0,,19.0
3288,16.0,,17.0
3289,18.0,,22.0
3290,23.0,,21.0
3291,16.0,4.0,32.0
3292,14.0,8.0,36.0
3293,14.0,11.0,38.0
3294,13.0,10.0,38.0
3295,16.0,13.0,18.0
3296,19.0,17.0,5.0
3297,18.0,26.0,14.0
3298,23.0,22.0,4.0
3299,31.0,25.0,7.0
3300,30.0,30.0,6.0
3301,30.0,29.0,13.0
3302,40.0,33.0,15.0
3303,43.0,31.0,13.0
3304,58.0,24.0,22.0
3305,58.0,9.0,8.0
3306,41.0,15.0,24.0
3307,35.0,15.0,21.0
3308,29.0,12.0,18.0
3309,30.0,13.0,20.0
3310,29.0,15.0,21.0
3311,14.0,24.0,24.0
3312,17.0,21.0,18.0
3313,20.0,23.0,22.0
3314,13.0,29.0,20.0
3315,14.0,26.0,12.0
3316,16.0,23.0,15.0
3317,11.0,26.0,16.0
3318,22.0,20.0,16.0
3319,21.0,22.0,19.0
3320,25.0,28.0,27.0
3321,23.0,37.0,33.0
3322,31.0,38.0,32.0
3323,31.0,36.0,31.0
3324,28.0,41.0,39.0
3325,30.0,48.0,63.0
3326,43.0,41.0,56.0
3327,43.0,33.0,61.0
3328,45.0,41.0,54.0
3329,46.0,32.0,40.0
3330,33.0,27.0,39.0
3331,36.0,28.0,14.0
3332,26.0,19.0,
3333,27.0,14.0,
