hour_of_year,pm2.5_2022,pm2.5_2023,pm2.5_2024
378,29.0,13.0,35.0
379,24.0,,39.0
380,22.0,,30.0
381,32.0,10.0,33.0
382,40.0,23.0,37.0
383,33.0,26.0,24.0
384,22.0,40.0,14.0
385,21.0,46.0,
386,38.0,48.0,
387,36.0,36.0,
388,40.0,33.0,
389,45.0,37.0,
390,41.0,31.0,22.0
391,39.0,26.0,13.0
392,48.0,36.0,16.0
393,48.0,46.0,16.0
394,51.0,55.0,31.0
395,39.0,42.0,20.0
396,31.0,37.0,16.0
397,35.0,32.0,35.0
398,25.0,30.0,53.0
399,12.0,35.0,38.0
400,15.0,41.0,
401,29.0,36.0,
402,23.0,21.0,13.0
403,21.0,20.0,22.0
404,19.0,17.0,25.0
405,17.0,22.0,35.0
406,21.0,31.0,41.0
407,29.0,38.0,38.0
408,24.0,47.0,28.0
409,18.0,48.0,29.0
410,22.0,33.0,22.0
411,17.0,39.0,20.0
412,16.0,37.0,31.0
413,15.0,41.0,50.0
414,13.0,45.0,47.0
415,21.0,37.0,44.0
416,34.0,43.0,50.0
417,37.0,35.0,65.0
418,32.0,18.0,70.0
419,36.0,37.0,90.0
420,30.0,31.0,81.0
421,27.0,23.0,48.0
422,30.0,13.0,65.0
423,39.0,10.0,74.0
424,36.0,13.0,80.0
425,34.0,16.0,47.0
426,38.0,14.0,34.0
427,43.0,12.0,23.0
428,55.0,14.0,17.0
429,79.0,34.0,26.0
430,75.0,62.0,43.0
431,48.0,73.0,47.0
432,48.0,62.0,71.0
433,44.0,33.0,65.0
434,50.0,43.0,71.0
435,80.0,30.0,91.0
436,86.0,26.0,104.0
437,81.0,13.0,78.0
438,62.0,14.0,49.0
439,57.0,7.0,42.0
440,70.0,2.0,68.0
441,51.0,4.0,85.0
442,37.0,4.0,93.0
443,35.0,4.0,87.0
444,19.0,9.0,31.0
445,21.0,14.0,14.0
446,12.0,,5.0
447,7.0,11.0,
448,5.0,18.0,
449,9.0,34.0,9.0
450,6.0,30.0,7.0
451,3.0,23.0,13.0
452,7.0,18.0,18.0
453,15.0,35.0,21.0
454,27.0,40.0,17.0
455,29.0,24.0,18.0
456,23.0,20.0,21.0
457,15.0,16.0,16.0
458,8.0,15.0,11.0
459,5.0,17.0,11.0
460,10.0,15.0,10.0
461,12.0,11.0,12.0
462,12.0,10.0,8.0
463,16.0,10.0,12.0
464,16.0,12.0,13.0
465,12.0,10.0,12.0
466,12.0,19.0,15.0
467,17.0,22.0,18.0
468,16.0,23.0,21.0
469,16.0,20.0,14.0
470,12.0,20.0,19.0
471,13.0,19.0,20.0
472,10.0,27.0,19.0
473,11.0,46.0,19.0
474,10.0,24.0,16.0
475,15.0,23.0,12.0
476,16.0,,14.0
477,13.0,19.0,13.0
478,9.0,23.0,28.0
479,14.0,25.0,27.0
480,7.0,16.0,27.0
481,7.0,17.0,29.0
482,,26.0,30.0
483,,17.0,18.0
484,3.0,7.0,10.0
485,3.0,4.0,16.0
486,6.0,10.0,13.0
487,3.0,9.0,8.0
488,7.0,18.0,8.0
489,5.0,18.0,14.0
490,8.0,27.0,15.0
491,10.0,29.0,25.0
492,14.0,42.0,22.0
493,14.0,42.0,27.0
494,12.0,34.0,
495,10.0,32.0,
496,14.0,26.0,
497,11.0,18.0,
498,19.0,18.0,5.0
499,22.0,,5.0
500,24.0,15.0,12.0
501,27.0,19.0,14.0
502,28.0,15.0,11.0
503,30.0,15.0,22.0
504,32.0,9.0,40.0
505,25.0,19.0,52.0
506,26.0,23.0,
507,21.0,11.0,42.0
508,28.0,,49.0
509,35.0,2.0,20.0
510,10.0,7.0,
511,13.0,3.0,14.0
512,12.0,5.0,27.0
513,20.0,2.0,35.0
514,17.0,3.0,33.0
515,15.0,6.0,33.0
516,15.0,11.0,35.0
517,18.0,12.0,25.0
518,11.0,13.0,24.0
519,14.0,9.0,20.0
520,13.0,19.0,27.0
521,9.0,26.0,28.0
522,7.0,15.0,26.0
523,7.0,7.0,42.0
524,,7.0,37.0
525,21.0,,37.0
526,14.0,9.0,49.0
527,13.0,13.0,39.0
528,14.0,23.0,37.0
529,3.0,12.0,55.0
530,5.0,14.0,65.0
531,12.0,9.0,68.0
532,7.0,7.0,67.0
533,5.0,12.0,65.0
534,2.0,8.0,67.0
535,8.0,10.0,67.0
536,5.0,12.0,64.0
537,4.0,14.0,56.0
538,4.0,10.0,56.0
539,5.0,16.0,49.0
540,6.0,21.0,26.0
541,10.0,18.0,18.0
542,4.0,12.0,20.0
543,3.0,12.0,17.0
544,13.0,13.0,26.0
545,11.0,10.0,38.0
546,13.0,12.0,24.0
547,14.0,21.0,19.0
548,13.0,19.0,22.0
549,10.0,18.0,27.0
550,8.0,18.0,32.0
551,10.0,,15.0
552,9.0,23.0,12.0
553,10.0,10.0,10.0
554,22.0,8.0,3.0
555,18.0,13.0,11.0
556,6.0,16.0,14.0
557,11.0,24.0,19.0
558,9.0,23.0,18.0
559,2.0,17.0,18.0
560,,13.0,13.0
561,8.0,13.0,19.0
562,7.0,28.0,20.0
563,9.0,36.0,6.0
564,9.0,19.0,12.0
565,,16.0,25.0
566,8.0,20.0,9.0
567,12.0,13.0,8.0
568,12.0,16.0,7.0
569,21.0,13.0,12.0
570,24.0,,13.0
571,32.0,,15.0
572,42.0,7.0,11.0
573,46.0,10.0,12.0
574,42.0,4.0,12.0
575,60.0,8.0,16.0
576,68.0,,15.0
577,36.0,,13.0
578,22.0,,5.0
579,31.0,,8.0
580,37.0,,3.0
581,34.0,,5.0
582,24.0,3.0,
583,25.0,,7.0
584,24.0,2.0,12.0
585,31.0,12.0,35.0
586,33.0,20.0,23.0
587,50.0,20.0,15.0
588,51.0,18.0,13.0
589,19.0,15.0,12.0
590,15.0,12.0,10.0
591,13.0,13.0,9.0
592,11.0,18.0,5.0
593,14.0,19.0,4.0
594,10.0,22.0,4.0
595,11.0,19.0,12.0
596,19.0,12.0,8.0
597,24.0,8.0,6.0
598,24.0,14.0,14.0
599,15.0,18.0,15.0
600,11.0,11.0,19.0
601,10.0,15.0,28.0
602,25.0,11.0,20.0
603,21.0,9.0,24.0
604,9.0,13.0,17.0
605,10.0,11.0,18.0
606,11.0,10.0,13.0
607,10.0,15.0,11.0
608,11.0,16.0,14.0
609,9.0,15.0,17.0
610,12.0,15.0,15.0
611,15.0,16.0,12.0
612,18.0,12.0,21.0
613,17.0,16.0,19.0
614,23.0,22.0,13.0
615,17.0,24.0,21.0
616,19.0,15.0,28.0
617,20.0,16.0,27.0
618,24.0,12.0,23.0
619,32.0,13.0,20.0
620,22.0,8.0,21.0
621,24.0,14.0,21.0
622,19.0,11.0,29.0
623,11.0,10.0,32.0
624,16.0,5.0,19.0
625,18.0,8.0,12.0
626,20.0,13.0,11.0
627,25.0,13.0,3.0
628,20.0,16.0,8.0
629,15.0,14.0,12.0
630,11.0,14.0,6.0
631,11.0,11.0,7.0
632,7.0,12.0,
633,12.0,17.0,
634,10.0,14.0,
635,10.0,17.0,
636,14.0,17.0,
637,12.0,15.0,5.0
638,18.0,18.0,6.0
639,16.0,26.0,4.0
640,15.0,31.0,
641,22.0,31.0,
642,19.0,19.0,9.0
643,18.0,16.0,10.0
644,16.0,27.0,22.0
645,13.0,28.0,21.0
646,10.0,29.0,24.0
647,19.0,27.0,14.0
648,19.0,23.0,12.0
649,15.0,29.0,10.0
650,6.0,32.0,7.0
651,12.0,53.0,16.0
652,8.0,91.0,10.0
653,3.0,66.0,10.0
654,6.0,49.0,8.0
655,,46.0,8.0
656,6.0,45.0,13.0
657,2.0,44.0,10.0
658,3.0,49.0,23.0
659,5.0,53.0,27.0
660,9.0,41.0,15.0
661,10.0,23.0,15.0
662,9.0,26.0,7.0
663,7.0,21.0,2.0
664,8.0,24.0,9.0
665,2.0,29.0,8.0
666,6.0,48.0,3.0
667,11.0,42.0,5.0
668,22.0,38.0,4.0
669,19.0,46.0,16.0
670,17.0,47.0,17.0
671,18.0,67.0,15.0
672,13.0,82.0,14.0
673,14.0,104.0,19.0
674,17.0,153.0,17.0
675,15.0,141.0,7.0
676,16.0,104.0,8.0
677,13.0,86.0,6.0
678,11.0,86.0,6.0
679,13.0,84.0,
680,16.0,74.0,8.0
681,13.0,64.0,9.0
682,17.0,47.0,17.0
683,19.0,48.0,30.0
684,21.0,42.0,18.0
685,18.0,35.0,12.0
686,18.0,29.0,6.0
687,14.0,22.0,10.0
688,24.0,24.0,3.0
689,25.0,24.0,
690,31.0,14.0,4.0
691,21.0,9.0,4.0
692,15.0,6.0,11.0
693,15.0,,18.0
694,21.0,6.0,20.0
695,27.0,10.0,15.0
696,28.0,21.0,32.0
697,30.0,20.0,35.0
698,34.0,27.0,18.0
699,20.0,21.0,15.0
700,18.0,12.0,11.0
701,21.0,14.0,7.0
702,29.0,18.0,6.0
703,23.0,22.0,7.0
704,25.0,21.0,10.0
705,34.0,30.0,10.0
706,37.0,37.0,18.0
707,29.0,41.0,12.0
708,15.0,31.0,12.0
709,9.0,22.0,5.0
710,12.0,20.0,7.0
711,18.0,18.0,12.0
712,31.0,26.0,12.0
713,31.0,28.0,11.0
714,17.0,24.0,12.0
715,7.0,20.0,10.0
716,11.0,14.0,11.0
717,12.0,12.0,12.0
718,11.0,,21.0
719,14.0,,30.0
720,13.0,,26.0
721,12.0,13.0,36.0
722,11.0,2.0,46.0
723,10.0,,29.0
724,11.0,,33.0
725,9.0,,22.0
726,4.0,,21.0
727,7.0,,24.0
728,16.0,3.0,29.0
729,25.0,5.0,36.0
730,25.0,3.0,34.0
731,22.0,7.0,36.0
732,15.0,7.0,24.0
733,19.0,6.0,10.0
734,14.0,8.0,13.0
735,9.0,6.0,14.0
736,8.0,5.0,19.0
737,8.0,,16.0
738,3.0,4.0,16.0
739,13.0,6.0,18.0
740,15.0,,20.0
741,21.0,4.0,22.0
742,27.0,3.0,19.0
743,33.0,,20.0
744,38.0,5.0,30.0
745,,,
746,48.0,11.0,9.0
747,50.0,6.0,9.0
748,22.0,3.0,8.0
749,15.0,,8.0
750,13.0,,6.0
751,15.0,4.0,12.0
752,18.0,,12.0
753,22.0,4.0,14.0
754,60.0,2.0,8.0
755,60.0,7.0,12.0
756,34.0,10.0,30.0
757,28.0,8.0,36.0
758,25.0,4.0,28.0
759,26.0,,27.0
760,22.0,15.0,33.0
761,20.0,17.0,21.0
762,20.0,30.0,22.0
763,18.0,29.0,25.0
764,15.0,22.0,24.0
765,23.0,19.0,26.0
766,36.0,20.0,23.0
767,25.0,18.0,20.0
768,24.0,4.0,23.0
769,18.0,6.0,25.0
770,12.0,14.0,19.0
771,12.0,8.0,15.0
772,15.0,7.0,25.0
773,17.0,5.0,24.0
774,21.0,5.0,13.0
775,19.0,9.0,10.0
776,20.0,8.0,25.0
777,27.0,9.0,40.0
778,24.0,10.0,38.0
779,30.0,13.0,41.0
780,28.0,13.0,38.0
781,30.0,,39.0
782,25.0,14.0,51.0
783,28.0,19.0,41.0
784,24.0,15.0,44.0
785,17.0,10.0,45.0
786,20.0,9.0,28.0
787,24.0,15.0,26.0
788,26.0,17.0,15.0
789,42.0,36.0,3.0
790,57.0,63.0,3.0
791,53.0,65.0,24.0
792,44.0,38.0,47.0
793,29.0,29.0,36.0
794,13.0,23.0,27.0
795,12.0,25.0,27.0
796,10.0,13.0,28.0
797,3.0,11.0,26.0
798,,2.0,24.0
799,,9.0,20.0
800,,16.0,
801,6.0,15.0,
802,8.0,24.0,
803,9.0,21.0,18.0
804,8.0,17.0,16.0
805,12.0,17.0,16.0
806,8.0,12.0,41.0
807,6.0,10.0,21.0
808,5.0,13.0,19.0
809,6.0,13.0,11.0
810,6.0,4.0,11.0
811,11.0,3.0,5.0
812,4.0,9.0,
813,2.0,10.0,37.0
814,8.0,10.0,15.0
815,7.0,20.0,17.0
816,5.0,19.0,24.0
817,3.0,20.0,26.0
818,9.0,17.0,23.0
819,9.0,14.0,16.0
820,2.0,14.0,17.0
821,5.0,9.0,12.0
822,6.0,7.0,13.0
823,6.0,14.0,14.0
824,,19.0,15.0
825,7.0,26.0,16.0
826,9.0,28.0,22.0
827,,38.0,21.0
828,,31.0,19.0
829,,24.0,11.0
830,,22.0,4.0
831,,20.0,4.0
832,8.0,26.0,7.0
833,7.0,28.0,14.0
834,5.0,18.0,13.0
835,10.0,16.0,3.0
836,13.0,13.0,
837,13.0,14.0,
838,26.0,29.0,3.0
839,19.0,43.0,5.0
840,9.0,54.0,8.0
841,8.0,24.0,7.0
842,,12.0,
843,8.0,6.0,6.0
844,10.0,7.0,8.0
845,8.0,23.0,7.0
846,8.0,27.0,8.0
847,4.0,31.0,10.0
848,10.0,31.0,7.0
849,8.0,27.0,12.0
850,14.0,25.0,13.0
851,21.0,33.0,15.0
852,13.0,41.0,17.0
853,13.0,35.0,12.0
854,15.0,29.0,8.0
855,30.0,24.0,4.0
856,19.0,19.0,3.0
857,20.0,21.0,7.0
858,23.0,8.0,7.0
859,22.0,,5.0
860,9.0,,9.0
861,5.0,6.0,24.0
862,8.0,16.0,
863,17.0,20.0,12.0
864,20.0,27.0,10.0
865,15.0,22.0,4.0
866,9.0,11.0,9.0
867,7.0,8.0,12.0
868,14.0,20.0,8.0
869,15.0,11.0,7.0
870,14.0,13.0,9.0
871,9.0,10.0,8.0
872,15.0,14.0,13.0
873,19.0,11.0,20.0
874,33.0,8.0,27.0
875,25.0,15.0,
876,20.0,20.0,10.0
877,17.0,35.0,9.0
878,19.0,34.0,8.0
879,19.0,22.0,13.0
880,32.0,18.0,15.0
881,20.0,4.0,16.0
882,17.0,11.0,13.0
883,16.0,7.0,5.0
884,10.0,8.0,6.0
885,9.0,8.0,6.0
886,14.0,,12.0
887,14.0,17.0,15.0
888,15.0,18.0,17.0
889,21.0,13.0,20.0
890,35.0,17.0,
891,30.0,13.0,15.0
892,21.0,13.0,18.0
893,16.0,7.0,12.0
894,21.0,11.0,18.0
895,34.0,15.0,10.0
896,24.0,13.0,19.0
897,15.0,24.0,19.0
898,15.0,29.0,22.0
899,6.0,37.0,16.0
900,6.0,35.0,14.0
901,12.0,35.0,13.0
902,11.0,29.0,7.0
903,5.0,32.0,13.0
904,4.0,36.0,19.0
905,8.0,51.0,23.0
906,10.0,50.0,28.0
907,10.0,19.0,15.0
908,9.0,11.0,26.0
909,17.0,4.0,35.0
910,10.0,7.0,56.0
911,16.0,13.0,
912,19.0,11.0,
913,20.0,10.0,48.0
914,23.0,2.0,22.0
915,23.0,3.0,
916,27.0,2.0,27.0
917,22.0,4.0,25.0
918,26.0,3.0,
919,37.0,3.0,45.0
920,14.0,4.0,32.0
921,13.0,,12.0
922,29.0,5.0,15.0
923,27.0,6.0,
924,23.0,7.0,
925,14.0,13.0,26.0
926,11.0,13.0,25.0
927,13.0,6.0,22.0
928,9.0,10.0,13.0
929,14.0,4.0,23.0
930,11.0,8.0,9.0
931,21.0,8.0,7.0
932,16.0,17.0,10.0
933,19.0,18.0,26.0
934,16.0,18.0,34.0
935,21.0,19.0,28.0
936,29.0,24.0,31.0
937,20.0,20.0,38.0
938,11.0,15.0,26.0
939,12.0,20.0,18.0
940,14.0,24.0,30.0
941,13.0,9.0,28.0
942,14.0,14.0,22.0
943,25.0,19.0,30.0
944,30.0,14.0,41.0
945,30.0,16.0,46.0
946,31.0,22.0,57.0
947,30.0,22.0,54.0
948,22.0,23.0,31.0
949,19.0,20.0,24.0
950,16.0,27.0,23.0
951,13.0,21.0,26.0
952,19.0,18.0,40.0
953,18.0,17.0,35.0
954,13.0,14.0,28.0
955,,15.0,25.0
956,,11.0,13.0
957,,16.0,18.0
958,,20.0,40.0
959,,17.0,35.0
960,,11.0,33.0
961,10.0,12.0,35.0
962,8.0,10.0,27.0
963,9.0,14.0,35.0
964,10.0,11.0,27.0
965,6.0,10.0,26.0
966,10.0,7.0,22.0
967,15.0,19.0,25.0
968,24.0,13.0,27.0
969,29.0,11.0,34.0
970,34.0,9.0,37.0
971,44.0,12.0,33.0
972,36.0,12.0,41.0
973,21.0,9.0,34.0
974,24.0,10.0,28.0
975,19.0,10.0,32.0
976,13.0,8.0,33.0
977,23.0,9.0,39.0
978,23.0,7.0,40.0
979,19.0,7.0,31.0
980,20.0,13.0,36.0
981,19.0,16.0,34.0
982,12.0,21.0,34.0
983,9.0,11.0,42.0
984,11.0,13.0,36.0
985,9.0,14.0,35.0
986,4.0,,44.0
987,4.0,,36.0
988,8.0,2.0,38.0
989,8.0,10.0,38.0
990,,12.0,37.0
991,15.0,14.0,36.0
992,19.0,13.0,24.0
993,21.0,8.0,30.0
994,22.0,13.0,5.0
995,28.0,18.0,
996,35.0,16.0,11.0
997,44.0,9.0,5.0
998,36.0,11.0,4.0
999,37.0,10.0,
1000,26.0,9.0,
1001,18.0,10.0,5.0
1002,21.0,17.0,4.0
1003,20.0,21.0,4.0
1004,14.0,,
1005,12.0,8.0,8.0
1006,14.0,9.0,27.0
1007,15.0,16.0,19.0
1008,12.0,22.0,13.0
1009,11.0,17.0,10.0
1010,14.0,16.0,
1011,16.0,21.0,
1012,22.0,23.0,3.0
1013,17.0,21.0,
1014,25.0,14.0,
1015,24.0,9.0,
1016,25.0,10.0,
1017,35.0,4.0,7.0
1018,38.0,8.0,23.0
1019,34.0,14.0,
1020,18.0,15.0,4.0
1021,17.0,22.0,
1022,14.0,19.0,
1023,9.0,27.0,
1024,14.0,31.0,
1025,18.0,22.0,
1026,15.0,7.0,
1027,17.0,9.0,7.0
1028,,3.0,8.0
1029,12.0,6.0,16.0
1030,19.0,14.0,23.0
1031,18.0,18.0,13.0
1032,11.0,11.0,22.0
1033,10.0,5.0,20.0
1034,6.0,7.0,5.0
1035,5.0,7.0,12.0
1036,6.0,6.0,9.0
1037,6.0,4.0,10.0
1038,5.0,6.0,12.0
1039,8.0,14.0,10.0
1040,8.0,20.0,10.0
1041,,46.0,19.0
1042,13.0,59.0,16.0
1043,15.0,38.0,17.0
1044,18.0,21.0,11.0
1045,21.0,16.0,12.0
1046,16.0,17.0,14.0
1047,18.0,15.0,13.0
1048,17.0,29.0,11.0
1049,19.0,19.0,15.0
1050,17.0,14.0,14.0
1051,17.0,13.0,
1052,14.0,17.0,11.0
1053,11.0,17.0,14.0
1054,10.0,14.0,17.0
1055,13.0,17.0,20.0
1056,10.0,14.0,17.0
1057,14.0,19.0,15.0
1058,2.0,,21.0
1059,10.0,7.0,28.0
1060,12.0,15.0,27.0
1061,11.0,17.0,21.0
1062,7.0,12.0,14.0
1063,7.0,11.0,10.0
1064,17.0,17.0,16.0
1065,24.0,28.0,13.0
1066,31.0,38.0,
1067,32.0,46.0,4.0
1068,26.0,46.0,16.0
1069,17.0,27.0,18.0
1070,15.0,22.0,16.0
1071,13.0,16.0,16.0
1072,23.0,,21.0
1073,20.0,,26.0
1074,11.0,19.0,31.0
1075,14.0,19.0,24.0
1076,8.0,,23.0
1077,16.0,6.0,31.0
1078,17.0,25.0,48.0
1079,17.0,33.0,50.0
1080,18.0,37.0,43.0
1081,11.0,29.0,36.0
1082,,30.0,34.0
1083,,28.0,49.0
1084,9.0,23.0,49.0
1085,8.0,22.0,44.0
1086,7.0,28.0,44.0
1087,11.0,26.0,28.0
1088,17.0,27.0,23.0
1089,26.0,40.0,37.0
1090,34.0,53.0,37.0
1091,30.0,73.0,
1092,23.0,60.0,35.0
1093,25.0,35.0,29.0
1094,25.0,46.0,22.0
1095,27.0,43.0,25.0
1096,34.0,40.0,27.0
1097,26.0,41.0,31.0
1098,16.0,42.0,26.0
1099,17.0,30.0,42.0
1100,11.0,10.0,42.0
1101,15.0,16.0,26.0
1102,22.0,38.0,23.0
1103,25.0,56.0,19.0
1104,20.0,57.0,24.0
1105,14.0,51.0,29.0
1106,18.0,14.0,10.0
1107,10.0,41.0,7.0
1108,12.0,55.0,13.0
1109,7.0,62.0,6.0
1110,13.0,34.0,8.0
1111,8.0,24.0,9.0
1112,14.0,17.0,13.0
1113,15.0,14.0,12.0
1114,28.0,10.0,3.0
1115,30.0,15.0,6.0
1116,23.0,15.0,18.0
1117,21.0,14.0,28.0
1118,29.0,10.0,37.0
1119,35.0,15.0,19.0
1120,32.0,5.0,11.0
1121,46.0,2.0,
1122,46.0,,5.0
1123,30.0,8.0,5.0
1124,26.0,11.0,5.0
1125,22.0,16.0,16.0
1126,27.0,19.0,17.0
1127,41.0,20.0,11.0
1128,45.0,12.0,19.0
1129,32.0,9.0,19.0
1130,29.0,15.0,5.0
1131,31.0,7.0,10.0
1132,33.0,5.0,14.0
1133,32.0,,14.0
1134,34.0,3.0,5.0
1135,35.0,6.0,2.0
1136,18.0,,7.0
1137,13.0,4.0,10.0
1138,26.0,6.0,12.0
1139,48.0,8.0,7.0
1140,44.0,7.0,13.0
1141,38.0,,13.0
1142,34.0,10.0,
1143,31.0,5.0,26.0
1144,34.0,5.0,
1145,30.0,3.0,
1146,27.0,6.0,11.0
1147,24.0,8.0,
1148,21.0,12.0,
1149,24.0,8.0,7.0
1150,25.0,11.0,11.0
1151,32.0,9.0,6.0
1152,24.0,17.0,8.0
1153,18.0,20.0,10.0
1154,2.0,34.0,10.0
1155,5.0,25.0,5.0
1156,6.0,14.0,6.0
1157,7.0,11.0,4.0
1158,3.0,10.0,3.0
1159,4.0,8.0,9.0
1160,7.0,11.0,23.0
1161,7.0,12.0,28.0
1162,12.0,16.0,24.0
1163,15.0,17.0,25.0
1164,10.0,14.0,33.0
1165,12.0,17.0,
1166,13.0,18.0,
1167,8.0,20.0,
1168,9.0,26.0,10.0
1169,12.0,38.0,14.0
1170,24.0,28.0,20.0
1171,17.0,22.0,30.0
1172,15.0,27.0,19.0
1173,11.0,17.0,22.0
1174,15.0,15.0,30.0
1175,17.0,22.0,22.0
1176,18.0,49.0,29.0
1177,19.0,34.0,36.0
1178,22.0,19.0,40.0
1179,14.0,33.0,36.0
1180,13.0,35.0,28.0
1181,12.0,37.0,23.0
1182,14.0,39.0,20.0
1183,21.0,33.0,23.0
1184,19.0,30.0,28.0
1185,29.0,25.0,37.0
1186,26.0,26.0,56.0
1187,31.0,31.0,70.0
1188,28.0,21.0,25.0
1189,25.0,12.0,24.0
1190,26.0,17.0,46.0
1191,16.0,28.0,60.0
1192,16.0,21.0,50.0
1193,18.0,28.0,46.0
1194,10.0,29.0,24.0
1195,13.0,17.0,27.0
1196,10.0,14.0,18.0
1197,10.0,16.0,17.0
1198,16.0,32.0,31.0
1199,17.0,33.0,19.0
1200,28.0,34.0,22.0
1201,27.0,19.0,26.0
1202,27.0,8.0,29.0
1203,22.0,12.0,34.0
1204,12.0,9.0,45.0
1205,10.0,6.0,58.0
1206,9.0,8.0,60.0
1207,12.0,16.0,47.0
1208,12.0,14.0,34.0
1209,15.0,19.0,37.0
1210,16.0,20.0,40.0
1211,26.0,27.0,39.0
1212,33.0,21.0,21.0
1213,32.0,16.0,21.0
1214,35.0,17.0,41.0
1215,25.0,15.0,32.0
1216,36.0,7.0,38.0
1217,41.0,16.0,32.0
1218,22.0,14.0,32.0
1219,15.0,11.0,21.0
1220,11.0,6.0,2.0
1221,13.0,4.0,
1222,29.0,6.0,10.0
1223,31.0,19.0,23.0
1224,23.0,31.0,29.0
1225,13.0,41.0,43.0
1226,5.0,41.0,30.0
1227,12.0,26.0,14.0
1228,23.0,28.0,12.0
1229,14.0,26.0,17.0
1230,13.0,18.0,15.0
1231,13.0,19.0,20.0
1232,19.0,28.0,32.0
1233,25.0,34.0,43.0
1234,22.0,36.0,52.0
1235,34.0,28.0,43.0
1236,50.0,26.0,39.0
1237,42.0,28.0,26.0
1238,24.0,21.0,
1239,24.0,21.0,26.0
1240,29.0,35.0,98.0
1241,17.0,56.0,76.0
1242,13.0,54.0,42.0
1243,13.0,28.0,30.0
1244,,21.0,12.0
1245,16.0,11.0,2.0
1246,23.0,11.0,25.0
1247,21.0,19.0,36.0
1248,27.0,17.0,26.0
1249,27.0,17.0,19.0
1250,34.0,25.0,20.0
1251,32.0,37.0,22.0
1252,23.0,31.0,20.0
1253,21.0,28.0,17.0
1254,25.0,24.0,20.0
1255,28.0,19.0,18.0
1256,34.0,22.0,24.0
1257,38.0,34.0,33.0
1258,46.0,51.0,40.0
1259,63.0,56.0,28.0
1260,26.0,39.0,27.0
1261,29.0,31.0,43.0
1262,33.0,27.0,38.0
1263,35.0,27.0,32.0
1264,33.0,26.0,24.0
1265,27.0,29.0,19.0
1266,24.0,19.0,15.0
1267,15.0,14.0,
1268,17.0,16.0,
1269,23.0,6.0,
1270,23.0,,2.0
1271,18.0,13.0,21.0
1272,21.0,8.0,41.0
1273,25.0,12.0,39.0
1274,36.0,23.0,31.0
1275,30.0,36.0,34.0
1276,27.0,34.0,37.0
1277,31.0,35.0,30.0
1278,33.0,41.0,26.0
1279,32.0,19.0,29.0
1280,36.0,16.0,26.0
1281,35.0,21.0,27.0
1282,36.0,27.0,17.0
1283,36.0,31.0,
1284,,42.0,
1285,31.0,41.0,
1286,28.0,31.0,6.0
1287,25.0,34.0,30.0
1288,17.0,29.0,13.0
1289,13.0,25.0,17.0
1290,14.0,12.0,21.0
1291,19.0,6.0,
1292,17.0,,7.0
1293,11.0,,14.0
1294,14.0,2.0,23.0
1295,15.0,7.0,24.0
1296,16.0,13.0,41.0
1297,14.0,,32.0
1298,6.0,18.0,20.0
1299,10.0,21.0,8.0
1300,11.0,22.0,14.0
1301,14.0,26.0,15.0
1302,6.0,35.0,12.0
1303,10.0,28.0,17.0
1304,19.0,28.0,23.0
1305,20.0,32.0,27.0
1306,20.0,32.0,26.0
1307,21.0,33.0,25.0
1308,29.0,31.0,16.0
1309,34.0,28.0,14.0
1310,25.0,29.0,11.0
1311,22.0,34.0,11.0
1312,26.0,41.0,20.0
1313,26.0,42.0,19.0
1314,27.0,39.0,19.0
1315,25.0,37.0,10.0
1316,22.0,28.0,10.0
1317,,20.0,11.0
1318,20.0,9.0,16.0
1319,16.0,14.0,18.0
1320,11.0,22.0,13.0
1321,8.0,15.0,19.0
1322,9.0,19.0,21.0
1323,7.0,20.0,23.0
1324,7.0,10.0,21.0
1325,,8.0,13.0
1326,10.0,15.0,16.0
1327,7.0,15.0,14.0
1328,14.0,14.0,22.0
1329,13.0,14.0,29.0
1330,13.0,18.0,26.0
1331,12.0,20.0,22.0
1332,16.0,22.0,24.0
1333,15.0,27.0,20.0
1334,16.0,31.0,20.0
1335,26.0,38.0,34.0
1336,36.0,48.0,26.0
1337,31.0,44.0,32.0
1338,33.0,41.0,20.0
1339,41.0,21.0,36.0
1340,31.0,18.0,37.0
1341,22.0,12.0,9.0
1342,19.0,8.0,16.0
1343,15.0,19.0,35.0
1344,10.0,17.0,29.0
1345,12.0,15.0,26.0
1346,15.0,9.0,16.0
1347,18.0,12.0,19.0
1348,10.0,10.0,20.0
1349,10.0,17.0,20.0
1350,8.0,11.0,22.0
1351,5.0,13.0,23.0
1352,7.0,18.0,29.0
1353,9.0,16.0,36.0
1354,14.0,18.0,44.0
1355,21.0,19.0,56.0
1356,23.0,20.0,40.0
1357,35.0,41.0,75.0
1358,35.0,37.0,115.0
1359,32.0,30.0,60.0
1360,38.0,40.0,42.0
1361,54.0,45.0,33.0
1362,77.0,38.0,37.0
1363,73.0,31.0,35.0
1364,80.0,20.0,23.0
1365,54.0,18.0,6.0
1366,41.0,17.0,2.0
1367,37.0,18.0,15.0
1368,31.0,22.0,23.0
1369,13.0,19.0,26.0
1370,12.0,16.0,17.0
1371,15.0,13.0,10.0
1372,20.0,13.0,16.0
1373,20.0,14.0,31.0
1374,18.0,14.0,34.0
1375,14.0,17.0,32.0
1376,15.0,22.0,37.0
1377,10.0,25.0,35.0
1378,11.0,30.0,48.0
1379,8.0,32.0,48.0
1380,11.0,33.0,99.0
1381,6.0,34.0,92.0
1382,9.0,18.0,67.0
